"Date","Node","Natural_Flow_AF"
1958,06720820,668.67
1959,06720820,1078.08
1960,06720820,782.58
1961,06720820,2051.33
1962,06720820,690.92
1963,06720820,677.00
1964,06720820,830.83
1965,06720820,1676.00
1966,06720820,573.25
1967,06720820,2510.83
1968,06720820,648.25
1969,06720820,1746.42
1970,06720820,441.67
1971,06720820,374.25
1972,06720820,599.25
1973,06720820,1350.92
1974,06720820,750.92
1975,06720820,1189.00
1976,06720820,1132.25
1977,06720820,759.00
1978,06720820,1814.00
1979,06720820,2034.00
1980,06720820,1536.67
1981,06720820,1154.17
1982,06720820,1538.50
1983,06720820,1858.92
1984,06720820,1292.58
1985,06720820,395.75
1986,06720820,588.92
1987,06720820,818.58
1988,06720820,1205.75
1989,06720820,347.17
1990,06720820,1278.08
1991,06720820,433.50
1992,06720820,1105.67
1993,06720820,253.25
1994,06720820,200.50
1995,06720820,1124.25
1996,06720820,446.92
1997,06720820,830.67
1998,06720820,1262.00
1999,06720820,918.50
2000,06720820,611.67
2001,06720820,759.83
2002,06720820,433.00
2003,06720820,1029.08
2004,06720820,766.17
2005,06720820,740.75
2006,06720820,556.08
2007,06720820,626.92
2008,06720820,323.58
2009,06720820,514.42
2010,06720820,539.17
2011,06720820,638.42
2012,06720820,
1950,0801124,314.58
1951,0801124,148.67
1952,0801124,180.67
1953,0801124,99.50
1954,0801124,14.67
1955,0801124,80.58
1956,0801124,0.33
1957,0801124,305.83
1958,0801124,295.25
1959,0801124,146.33
1960,0801124,218.67
1961,0801124,175.08
1962,0801124,132.75
1963,0801124,4.08
1964,0801124,24.25
1965,0801124,269.50
1966,0801124,33.17
1967,0801124,59.17
1968,0801124,35.08
1969,0801124,372.17
1970,0801124,351.92
1971,0801124,291.58
1972,0801124,298.42
1973,0801124,945.42
1974,0801124,416.33
1975,0801124,245.33
1976,0801124,169.00
1977,0801124,224.17
1978,0801124,195.92
1979,0801124,195.50
1980,0801124,739.75
1981,0801124,210.33
1982,0801124,60.83
1983,0801124,461.58
1984,0801124,768.75
1985,0801124,1001.67
1986,0801124,332.67
1987,0801124,583.67
1988,0801124,533.75
1989,0801124,257.42
1990,0801124,309.58
1991,0801124,219.83
1992,0801124,290.08
1993,0801124,173.33
1994,0801124,175.25
1995,0801124,500.08
1996,0801124,260.33
1997,0801124,465.08
1998,0801124,532.08
1999,0801124,281.33
2000,0801124,295.25
2001,0801124,355.08
2002,0801124,54.50
2003,0801124,241.92
2004,0801124,431.42
2005,0801124,172.33
2006,0801124,60.17
2007,0801124,428.25
2008,0801124,77.25
2009,0801124,536.67
2010,0801124,490.50
2011,0801124,199.17
2012,0801124,
1950,0801235,191.75
1951,0801235,197.67
1952,0801235,354.83
1953,0801235,313.33
1954,0801235,244.17
1955,0801235,299.75
1956,0801235,206.75
1957,0801235,840.67
1958,0801235,369.33
1959,0801235,496.58
1960,0801235,988.33
1961,0801235,692.83
1962,0801235,428.50
1963,0801235,196.50
1964,0801235,286.83
1965,0801235,1095.58
1966,0801235,320.00
1967,0801235,340.17
1968,0801235,353.33
1969,0801235,880.83
1970,0801235,624.33
1971,0801235,534.75
1972,0801235,243.42
1973,0801235,1944.17
1974,0801235,886.25
1975,0801235,498.75
1976,0801235,268.42
1977,0801235,462.50
1978,0801235,264.75
1979,0801235,772.33
1980,0801235,1148.42
1981,0801235,454.75
1982,0801235,330.75
1983,0801235,1961.17
1984,0801235,2181.50
1985,0801235,893.42
1986,0801235,397.33
1987,0801235,1110.50
1988,0801235,739.67
1989,0801235,199.25
1990,0801235,293.58
1991,0801235,307.92
1992,0801235,436.75
1993,0801235,236.58
1994,0801235,305.17
1995,0801235,591.67
1996,0801235,125.08
1997,0801235,336.33
1998,0801235,1014.58
1999,0801235,1131.08
2000,0801235,356.08
2001,0801235,283.17
2002,0801235,111.75
2003,0801235,385.83
2004,0801235,313.08
2005,0801235,817.92
2006,0801235,267.08
2007,0801235,1043.42
2008,0801235,350.42
2009,0801235,607.67
2010,0801235,921.25
2011,0801235,219.25
2012,0801235,
1950,06709530,782.58
1951,06709530,806.92
1952,06709530,1448.42
1953,06709530,1279.42
1954,06709530,996.00
1955,06709530,1223.00
1956,06709530,843.92
1957,06709530,3430.92
1958,06709530,1507.25
1959,06709530,2026.67
1960,06709530,4034.50
1961,06709530,2827.92
1962,06709530,1748.33
1963,06709530,802.33
1964,06709530,1170.33
1965,06709530,4471.58
1966,06709530,1305.75
1967,06709530,1388.67
1968,06709530,1441.83
1969,06709530,3595.58
1970,06709530,2548.25
1971,06709530,2182.75
1972,06709530,993.67
1973,06709530,7935.17
1974,06709530,3617.42
1975,06709530,2035.50
1976,06709530,1095.58
1977,06709530,1888.17
1978,06709530,1080.75
1979,06709530,3152.75
1980,06709530,4687.25
1981,06709530,1856.00
1982,06709530,1350.08
1983,06709530,8004.75
1984,06709530,8904.08
1985,06709530,3646.08
1986,06709530,1622.17
1987,06709530,4532.83
1988,06709530,3018.50
1989,06709530,813.25
1990,06709530,1198.92
1991,06709530,1256.92
1992,06709530,1782.92
1993,06709530,965.83
1994,06709530,1245.25
1995,06709530,2414.50
1996,06709530,510.67
1997,06709530,1372.83
1998,06709530,4140.67
1999,06709530,4617.33
2000,06709530,1453.75
2001,06709530,1155.83
2002,06709530,456.08
2003,06709530,1574.83
2004,06709530,1277.50
2005,06709530,3338.58
2006,06709530,1090.50
2007,06709530,4258.58
2008,06709530,1431.00
2009,06709530,2481.17
2010,06709530,3759.92
2011,06709530,895.08
2012,06709530,
1950,8000706,703.08
1951,8000706,1091.08
1952,8000706,1024.67
1953,8000706,747.58
1954,8000706,473.08
1955,8000706,696.00
1956,8000706,854.50
1957,8000706,1595.08
1958,8000706,856.83
1959,8000706,833.00
1960,8000706,850.17
1961,8000706,840.83
1962,8000706,867.67
1963,8000706,501.83
1964,8000706,528.58
1965,8000706,1419.08
1966,8000706,489.25
1967,8000706,726.75
1968,8000706,726.50
1969,8000706,941.42
1970,8000706,1448.50
1971,8000706,866.58
1972,8000706,803.08
1973,8000706,924.00
1974,8000706,655.25
1975,8000706,914.75
1976,8000706,735.92
1977,8000706,384.67
1978,8000706,715.17
1979,8000706,911.92
1980,8000706,1058.08
1981,8000706,459.67
1982,8000706,1002.92
1983,8000706,1194.00
1984,8000706,1331.50
1985,8000706,973.42
1986,8000706,1065.25
1987,8000706,980.42
1988,8000706,773.58
1989,8000706,870.25
1990,8000706,801.50
1991,8000706,876.42
1992,8000706,633.75
1993,8000706,826.58
1994,8000706,534.00
1995,8000706,1485.25
1996,8000706,947.00
1997,8000706,1309.67
1998,8000706,832.08
1999,8000706,1197.42
2000,8000706,677.58
2001,8000706,665.83
2002,8000706,209.58
2003,8000706,828.17
2004,8000706,403.25
2005,8000706,576.42
2006,8000706,683.50
2007,8000706,1076.75
2008,8000706,778.58
2009,8000706,815.25
2010,8000706,590.50
2011,8000706,895.00
2012,8000706,
1950,PLAGRACO,3270.33
1951,PLAGRACO,5074.67
1952,PLAGRACO,4767.08
1953,PLAGRACO,3477.08
1954,PLAGRACO,2200.00
1955,PLAGRACO,3237.08
1956,PLAGRACO,3974.67
1957,PLAGRACO,7418.75
1958,PLAGRACO,3985.92
1959,PLAGRACO,3874.50
1960,PLAGRACO,3954.25
1961,PLAGRACO,3910.50
1962,PLAGRACO,4036.08
1963,PLAGRACO,2334.33
1964,PLAGRACO,2457.83
1965,PLAGRACO,6600.17
1966,PLAGRACO,2275.83
1967,PLAGRACO,3380.75
1968,PLAGRACO,3378.50
1969,PLAGRACO,4378.83
1970,PLAGRACO,6737.25
1971,PLAGRACO,4030.67
1972,PLAGRACO,3735.83
1973,PLAGRACO,4297.50
1974,PLAGRACO,3047.92
1975,PLAGRACO,4254.42
1976,PLAGRACO,3423.17
1977,PLAGRACO,1789.83
1978,PLAGRACO,3327.00
1979,PLAGRACO,4241.50
1980,PLAGRACO,4921.00
1981,PLAGRACO,2139.00
1982,PLAGRACO,4664.33
1983,PLAGRACO,5554.67
1984,PLAGRACO,6192.50
1985,PLAGRACO,4526.92
1986,PLAGRACO,4954.50
1987,PLAGRACO,4560.00
1988,PLAGRACO,3597.58
1989,PLAGRACO,4047.92
1990,PLAGRACO,3728.08
1991,PLAGRACO,4076.42
1992,PLAGRACO,2947.58
1993,PLAGRACO,3844.92
1994,PLAGRACO,2484.42
1995,PLAGRACO,6907.25
1996,PLAGRACO,4404.58
1997,PLAGRACO,6091.08
1998,PLAGRACO,3870.50
1999,PLAGRACO,5569.58
2000,PLAGRACO,3151.75
2001,PLAGRACO,3097.17
2002,PLAGRACO,974.08
2003,PLAGRACO,3851.83
2004,PLAGRACO,1875.50
2005,PLAGRACO,2680.17
2006,PLAGRACO,3179.17
2007,PLAGRACO,5008.25
2008,PLAGRACO,3620.83
2009,PLAGRACO,3791.83
2010,PLAGRACO,2747.17
2011,PLAGRACO,4162.17
2012,PLAGRACO,
1950,PLABAICO,3813.42
1951,PLABAICO,5674.08
1952,PLABAICO,5548.33
1953,PLABAICO,4130.83
1954,PLABAICO,2401.00
1955,PLABAICO,3925.17
1956,PLABAICO,4443.33
1957,PLABAICO,9088.58
1958,PLABAICO,4871.92
1959,PLABAICO,4443.58
1960,PLABAICO,4827.92
1961,PLABAICO,5314.67
1962,PLABAICO,4944.50
1963,PLABAICO,2630.00
1964,PLABAICO,3116.50
1965,PLABAICO,8187.58
1966,PLABAICO,2842.08
1967,PLABAICO,4257.92
1968,PLABAICO,4293.67
1969,PLABAICO,6641.75
1970,PLABAICO,8708.25
1971,PLABAICO,5260.75
1972,PLABAICO,4573.67
1973,PLABAICO,7659.75
1974,PLABAICO,4498.42
1975,PLABAICO,5485.67
1976,PLABAICO,4280.67
1977,PLABAICO,2584.17
1978,PLABAICO,3755.67
1979,PLABAICO,5575.42
1980,PLABAICO,6950.25
1981,PLABAICO,2718.58
1982,PLABAICO,5618.00
1983,PLABAICO,8924.33
1984,PLABAICO,9224.83
1985,PLABAICO,6897.67
1986,PLABAICO,6114.42
1987,PLABAICO,6337.58
1988,PLABAICO,4883.33
1989,PLABAICO,4813.75
1990,PLABAICO,4499.67
1991,PLABAICO,5050.50
1992,PLABAICO,4015.50
1993,PLABAICO,4672.33
1994,PLABAICO,3293.92
1995,PLABAICO,9010.08
1996,PLABAICO,5244.42
1997,PLABAICO,7379.00
1998,PLABAICO,5923.75
1999,PLABAICO,7562.83
2000,PLABAICO,3920.25
2001,PLABAICO,3656.17
2002,PLABAICO,1072.08
2003,PLABAICO,4625.83
2004,PLABAICO,2776.33
2005,PLABAICO,3910.00
2006,PLABAICO,3843.00
2007,PLABAICO,7637.75
2008,PLABAICO,4541.75
2009,PLABAICO,4846.17
2010,PLABAICO,3882.25
2011,PLABAICO,4634.25
2012,PLABAICO,
1950,8002110,120.92
1951,8002110,136.33
1952,8002110,182.00
1953,8002110,146.17
1954,8002110,49.92
1955,8002110,153.25
1956,8002110,105.83
1957,8002110,372.00
1958,8002110,199.50
1959,8002110,128.25
1960,8002110,200.33
1961,8002110,312.83
1962,8002110,208.67
1963,8002110,65.92
1964,8002110,146.67
1965,8002110,353.75
1966,8002110,126.00
1967,8002110,195.50
1968,8002110,204.08
1969,8002110,504.17
1970,8002110,439.17
1971,8002110,274.08
1972,8002110,186.67
1973,8002110,749.25
1974,8002110,323.33
1975,8002110,274.25
1976,8002110,191.08
1977,8002110,177.08
1978,8002110,98.33
1979,8002110,300.17
1980,8002110,455.58
1981,8002110,129.08
1982,8002110,212.75
1983,8002110,750.67
1984,8002110,675.58
1985,8002110,528.33
1986,8002110,258.50
1987,8002110,396.08
1988,8002110,286.58
1989,8002110,170.67
1990,8002110,171.75
1991,8002110,217.17
1992,8002110,238.00
1993,8002110,184.33
1994,8002110,180.25
1995,8002110,468.67
1996,8002110,187.17
1997,8002110,286.92
1998,8002110,457.58
1999,8002110,444.17
2000,8002110,171.33
2001,8002110,124.58
2002,8002110,30.58
2003,8002110,172.42
2004,8002110,200.58
2005,8002110,274.08
2006,8002110,147.83
2007,8002110,586.00
2008,8002110,205.08
2009,8002110,235.00
2010,8002110,253.00
2011,8002110,105.17
2012,8002110,
1950,8002111,183.08
1951,8002111,206.08
1952,8002111,275.17
1953,8002111,221.08
1954,8002111,75.50
1955,8002111,231.83
1956,8002111,160.00
1957,8002111,562.67
1958,8002111,301.75
1959,8002111,193.92
1960,8002111,303.00
1961,8002111,473.00
1962,8002111,315.50
1963,8002111,99.67
1964,8002111,221.92
1965,8002111,534.83
1966,8002111,190.75
1967,8002111,295.50
1968,8002111,308.33
1969,8002111,762.50
1970,8002111,664.17
1971,8002111,414.42
1972,8002111,282.33
1973,8002111,1133.00
1974,8002111,488.83
1975,8002111,414.83
1976,8002111,289.00
1977,8002111,267.58
1978,8002111,148.67
1979,8002111,454.00
1980,8002111,689.08
1981,8002111,195.17
1982,8002111,321.25
1983,8002111,1135.50
1984,8002111,1021.83
1985,8002111,798.83
1986,8002111,390.83
1987,8002111,598.92
1988,8002111,433.25
1989,8002111,258.08
1990,8002111,260.00
1991,8002111,328.25
1992,8002111,359.75
1993,8002111,278.67
1994,8002111,272.83
1995,8002111,708.67
1996,8002111,282.75
1997,8002111,433.83
1998,8002111,692.08
1999,8002111,671.67
2000,8002111,259.00
2001,8002111,188.33
2002,8002111,46.08
2003,8002111,260.83
2004,8002111,303.42
2005,8002111,414.25
2006,8002111,223.67
2007,8002111,885.92
2008,8002111,310.33
2009,8002111,355.17
2010,8002111,382.42
2011,8002111,159.08
2012,8002111,
1950,2302910,31.92
1951,2302910,29.17
1952,2302910,45.50
1953,2302910,33.33
1954,2302910,15.17
1955,2302910,22.75
1956,2302910,20.08
1957,2302910,70.50
1958,2302910,38.75
1959,2302910,28.42
1960,2302910,30.92
1961,2302910,40.00
1962,2302910,33.42
1963,2302910,12.08
1964,2302910,17.58
1965,2302910,61.83
1966,2302910,15.83
1967,2302910,20.83
1968,2302910,30.50
1969,2302910,62.50
1970,2302910,107.83
1971,2302910,36.75
1972,2302910,33.25
1973,2302910,86.17
1974,2302910,26.42
1975,2302910,44.08
1976,2302910,36.58
1977,2302910,14.50
1978,2302910,22.75
1979,2302910,48.67
1980,2302910,69.50
1981,2302910,14.58
1982,2302910,45.42
1983,2302910,100.75
1984,2302910,100.08
1985,2302910,70.83
1986,2302910,45.42
1987,2302910,75.92
1988,2302910,47.67
1989,2302910,42.33
1990,2302910,39.58
1991,2302910,39.92
1992,2302910,34.58
1993,2302910,32.67
1994,2302910,36.83
1995,2302910,93.58
1996,2302910,37.00
1997,2302910,47.17
1998,2302910,55.83
1999,2302910,71.92
2000,2302910,31.75
2001,2302910,30.75
2002,2302910,8.83
2003,2302910,31.58
2004,2302910,32.33
2005,2302910,41.75
2006,2302910,37.25
2007,2302910,77.67
2008,2302910,42.75
2009,2302910,45.75
2010,2302910,43.83
2011,2302910,35.58
2012,2302910,
1950,2302116,100.17
1951,2302116,91.67
1952,2302116,143.17
1953,2302116,105.33
1954,2302116,47.92
1955,2302116,71.75
1956,2302116,63.25
1957,2302116,221.50
1958,2302116,121.75
1959,2302116,89.17
1960,2302116,97.33
1961,2302116,125.50
1962,2302116,105.33
1963,2302116,38.17
1964,2302116,55.75
1965,2302116,194.50
1966,2302116,49.92
1967,2302116,65.42
1968,2302116,96.08
1969,2302116,196.25
1970,2302116,338.50
1971,2302116,115.50
1972,2302116,104.67
1973,2302116,270.50
1974,2302116,83.17
1975,2302116,138.67
1976,2302116,115.08
1977,2302116,45.75
1978,2302116,71.42
1979,2302116,153.33
1980,2302116,218.58
1981,2302116,45.83
1982,2302116,143.33
1983,2302116,316.58
1984,2302116,314.42
1985,2302116,222.58
1986,2302116,142.83
1987,2302116,238.58
1988,2302116,149.67
1989,2302116,132.50
1990,2302116,124.50
1991,2302116,125.25
1992,2302116,108.42
1993,2302116,102.83
1994,2302116,116.00
1995,2302116,294.25
1996,2302116,116.33
1997,2302116,148.25
1998,2302116,175.50
1999,2302116,226.08
2000,2302116,99.83
2001,2302116,96.50
2002,2302116,27.75
2003,2302116,99.50
2004,2302116,101.75
2005,2302116,131.25
2006,2302116,116.92
2007,2302116,244.25
2008,2302116,134.25
2009,2302116,143.50
2010,2302116,137.67
2011,2302116,111.50
2012,2302116,
1950,2302914,45.50
1951,2302914,41.67
1952,2302914,65.00
1953,2302914,47.83
1954,2302914,21.67
1955,2302914,32.58
1956,2302914,28.83
1957,2302914,100.58
1958,2302914,55.25
1959,2302914,40.58
1960,2302914,44.25
1961,2302914,57.00
1962,2302914,48.08
1963,2302914,17.25
1964,2302914,25.17
1965,2302914,88.58
1966,2302914,22.67
1967,2302914,29.75
1968,2302914,43.50
1969,2302914,89.17
1970,2302914,154.08
1971,2302914,52.33
1972,2302914,47.58
1973,2302914,122.83
1974,2302914,37.75
1975,2302914,63.17
1976,2302914,52.25
1977,2302914,20.75
1978,2302914,32.50
1979,2302914,69.75
1980,2302914,99.42
1981,2302914,20.92
1982,2302914,65.17
1983,2302914,144.00
1984,2302914,142.83
1985,2302914,101.08
1986,2302914,64.92
1987,2302914,108.58
1988,2302914,68.17
1989,2302914,60.33
1990,2302914,56.58
1991,2302914,56.83
1992,2302914,49.25
1993,2302914,46.83
1994,2302914,52.67
1995,2302914,133.58
1996,2302914,52.83
1997,2302914,67.25
1998,2302914,79.92
1999,2302914,102.75
2000,2302914,45.25
2001,2302914,43.92
2002,2302914,12.58
2003,2302914,45.33
2004,2302914,46.17
2005,2302914,59.50
2006,2302914,53.17
2007,2302914,111.00
2008,2302914,60.83
2009,2302914,65.33
2010,2302914,62.67
2011,2302914,50.58
2012,2302914,
1950,2302916,9.17
1951,2302916,8.42
1952,2302916,13.00
1953,2302916,9.50
1954,2302916,4.25
1955,2302916,6.58
1956,2302916,5.67
1957,2302916,20.08
1958,2302916,11.00
1959,2302916,8.08
1960,2302916,8.83
1961,2302916,11.42
1962,2302916,9.58
1963,2302916,3.58
1964,2302916,5.00
1965,2302916,17.67
1966,2302916,4.67
1967,2302916,6.00
1968,2302916,8.67
1969,2302916,17.92
1970,2302916,30.83
1971,2302916,10.58
1972,2302916,9.50
1973,2302916,24.50
1974,2302916,7.67
1975,2302916,12.67
1976,2302916,10.42
1977,2302916,4.08
1978,2302916,6.50
1979,2302916,13.92
1980,2302916,19.92
1981,2302916,4.25
1982,2302916,13.08
1983,2302916,28.83
1984,2302916,28.58
1985,2302916,20.25
1986,2302916,12.83
1987,2302916,21.67
1988,2302916,13.67
1989,2302916,12.08
1990,2302916,11.42
1991,2302916,11.33
1992,2302916,9.92
1993,2302916,9.42
1994,2302916,10.67
1995,2302916,26.67
1996,2302916,10.58
1997,2302916,13.42
1998,2302916,16.17
1999,2302916,20.50
2000,2302916,9.08
2001,2302916,8.75
2002,2302916,2.58
2003,2302916,9.08
2004,2302916,9.17
2005,2302916,12.00
2006,2302916,10.50
2007,2302916,22.17
2008,2302916,12.33
2009,2302916,13.08
2010,2302916,12.50
2011,2302916,10.17
2012,2302916,
1950,2302118,50.00
1951,2302118,45.83
1952,2302118,71.58
1953,2302118,52.58
1954,2302118,24.00
1955,2302118,35.67
1956,2302118,31.67
1957,2302118,110.67
1958,2302118,60.75
1959,2302118,44.58
1960,2302118,48.75
1961,2302118,62.83
1962,2302118,52.58
1963,2302118,19.00
1964,2302118,27.67
1965,2302118,97.33
1966,2302118,25.08
1967,2302118,32.83
1968,2302118,48.08
1969,2302118,98.00
1970,2302118,169.33
1971,2302118,57.58
1972,2302118,52.33
1973,2302118,135.25
1974,2302118,41.67
1975,2302118,69.33
1976,2302118,57.50
1977,2302118,22.92
1978,2302118,35.75
1979,2302118,76.75
1980,2302118,109.25
1981,2302118,22.83
1982,2302118,71.50
1983,2302118,158.17
1984,2302118,157.17
1985,2302118,111.33
1986,2302118,71.42
1987,2302118,119.25
1988,2302118,74.83
1989,2302118,66.50
1990,2302118,62.08
1991,2302118,62.58
1992,2302118,54.08
1993,2302118,51.42
1994,2302118,58.00
1995,2302118,147.08
1996,2302118,58.25
1997,2302118,74.17
1998,2302118,87.83
1999,2302118,113.08
2000,2302118,49.67
2001,2302118,48.17
2002,2302118,13.92
2003,2302118,49.75
2004,2302118,50.83
2005,2302118,65.42
2006,2302118,58.33
2007,2302118,122.25
2008,2302118,67.08
2009,2302118,71.83
2010,2302118,68.83
2011,2302118,55.75
2012,2302118,
1950,2302119,209.33
1951,2302119,191.92
1952,2302119,299.33
1953,2302119,220.08
1954,2302119,100.50
1955,2302119,149.67
1956,2302119,132.17
1957,2302119,463.08
1958,2302119,254.58
1959,2302119,186.33
1960,2302119,203.75
1961,2302119,262.58
1962,2302119,220.08
1963,2302119,79.50
1964,2302119,116.33
1965,2302119,406.83
1966,2302119,104.58
1967,2302119,136.83
1968,2302119,200.67
1969,2302119,410.42
1970,2302119,708.17
1971,2302119,241.33
1972,2302119,218.50
1973,2302119,565.67
1974,2302119,173.75
1975,2302119,289.75
1976,2302119,240.67
1977,2302119,95.50
1978,2302119,149.58
1979,2302119,320.50
1980,2302119,456.75
1981,2302119,95.67
1982,2302119,299.50
1983,2302119,661.83
1984,2302119,657.50
1985,2302119,465.42
1986,2302119,298.67
1987,2302119,498.83
1988,2302119,313.00
1989,2302119,277.50
1990,2302119,260.08
1991,2302119,262.00
1992,2302119,226.67
1993,2302119,215.00
1994,2302119,242.42
1995,2302119,615.25
1996,2302119,243.25
1997,2302119,310.08
1998,2302119,366.92
1999,2302119,472.67
2000,2302119,208.42
2001,2302119,202.00
2002,2302119,57.83
2003,2302119,208.00
2004,2302119,212.75
2005,2302119,274.17
2006,2302119,244.50
2007,2302119,510.83
2008,2302119,280.67
2009,2302119,300.50
2010,2302119,287.92
2011,2302119,233.50
2012,2302119,
1950,2302918,9.17
1951,2302918,8.42
1952,2302918,13.00
1953,2302918,9.50
1954,2302918,4.25
1955,2302918,6.58
1956,2302918,5.67
1957,2302918,20.08
1958,2302918,11.00
1959,2302918,8.08
1960,2302918,8.83
1961,2302918,11.42
1962,2302918,9.58
1963,2302918,3.58
1964,2302918,5.00
1965,2302918,17.67
1966,2302918,4.67
1967,2302918,6.00
1968,2302918,8.67
1969,2302918,17.92
1970,2302918,30.83
1971,2302918,10.58
1972,2302918,9.50
1973,2302918,24.50
1974,2302918,7.67
1975,2302918,12.67
1976,2302918,10.42
1977,2302918,4.08
1978,2302918,6.50
1979,2302918,13.92
1980,2302918,19.92
1981,2302918,4.25
1982,2302918,13.08
1983,2302918,28.83
1984,2302918,28.58
1985,2302918,20.25
1986,2302918,12.83
1987,2302918,21.67
1988,2302918,13.67
1989,2302918,12.08
1990,2302918,11.42
1991,2302918,11.33
1992,2302918,9.92
1993,2302918,9.42
1994,2302918,10.67
1995,2302918,26.67
1996,2302918,10.58
1997,2302918,13.42
1998,2302918,16.17
1999,2302918,20.50
2000,2302918,9.08
2001,2302918,8.75
2002,2302918,2.58
2003,2302918,9.08
2004,2302918,9.17
2005,2302918,12.00
2006,2302918,10.50
2007,2302918,22.17
2008,2302918,12.33
2009,2302918,13.08
2010,2302918,12.50
2011,2302918,10.17
2012,2302918,
1950,2300902,286.92
1951,2300902,262.83
1952,2300902,409.92
1953,2300902,301.58
1954,2300902,137.42
1955,2300902,205.17
1956,2300902,181.08
1957,2300902,634.33
1958,2300902,348.83
1959,2300902,255.25
1960,2300902,279.08
1961,2300902,359.50
1962,2300902,301.42
1963,2300902,109.00
1964,2300902,159.25
1965,2300902,557.17
1966,2300902,143.08
1967,2300902,187.33
1968,2300902,275.00
1969,2300902,562.08
1970,2300902,970.00
1971,2300902,330.42
1972,2300902,299.33
1973,2300902,774.75
1974,2300902,238.08
1975,2300902,397.00
1976,2300902,329.33
1977,2300902,130.92
1978,2300902,204.67
1979,2300902,439.00
1980,2300902,625.50
1981,2300902,131.00
1982,2300902,410.33
1983,2300902,906.42
1984,2300902,900.58
1985,2300902,637.58
1986,2300902,409.00
1987,2300902,683.17
1988,2300902,428.75
1989,2300902,380.00
1990,2300902,356.33
1991,2300902,358.67
1992,2300902,310.42
1993,2300902,294.50
1994,2300902,332.00
1995,2300902,842.50
1996,2300902,333.08
1997,2300902,424.50
1998,2300902,502.67
1999,2300902,647.50
2000,2300902,285.33
2001,2300902,276.58
2002,2300902,79.25
2003,2300902,285.08
2004,2300902,291.25
2005,2300902,375.50
2006,2300902,334.92
2007,2300902,699.75
2008,2300902,384.42
2009,2300902,411.33
2010,2300902,394.17
2011,2300902,319.67
2012,2300902,
1950,2302915,327.67
1951,2302915,300.33
1952,2302915,468.50
1953,2302915,344.67
1954,2302915,157.25
1955,2302915,234.42
1956,2302915,206.92
1957,2302915,724.83
1958,2302915,398.42
1959,2302915,291.67
1960,2302915,319.00
1961,2302915,410.92
1962,2302915,344.50
1963,2302915,124.42
1964,2302915,182.08
1965,2302915,636.92
1966,2302915,163.42
1967,2302915,214.08
1968,2302915,314.08
1969,2302915,642.17
1970,2302915,1108.58
1971,2302915,377.75
1972,2302915,342.00
1973,2302915,885.42
1974,2302915,272.25
1975,2302915,453.58
1976,2302915,376.50
1977,2302915,149.58
1978,2302915,233.92
1979,2302915,501.75
1980,2302915,715.08
1981,2302915,149.75
1982,2302915,468.83
1983,2302915,1035.83
1984,2302915,1029.25
1985,2302915,728.67
1986,2302915,467.67
1987,2302915,780.92
1988,2302915,489.83
1989,2302915,434.25
1990,2302915,407.33
1991,2302915,410.00
1992,2302915,354.75
1993,2302915,336.50
1994,2302915,379.42
1995,2302915,963.00
1996,2302915,380.50
1997,2302915,485.00
1998,2302915,574.42
1999,2302915,739.83
2000,2302915,326.08
2001,2302915,316.08
2002,2302915,90.58
2003,2302915,325.75
2004,2302915,332.92
2005,2302915,429.17
2006,2302915,382.67
2007,2302915,799.50
2008,2302915,439.33
2009,2302915,470.00
2010,2302915,450.75
2011,2302915,365.25
2012,2302915,
1950,23_ADP002,2102.83
1951,23_ADP002,1927.50
1952,23_ADP002,3006.33
1953,23_ADP002,2211.42
1954,23_ADP002,1008.25
1955,23_ADP002,1504.17
1956,23_ADP002,1327.67
1957,23_ADP002,4651.08
1958,23_ADP002,2557.00
1959,23_ADP002,1872.17
1960,23_ADP002,2046.67
1961,23_ADP002,2637.00
1962,23_ADP002,2210.17
1963,23_ADP002,799.08
1964,23_ADP002,1168.42
1965,23_ADP002,4086.08
1966,23_ADP002,1049.33
1967,23_ADP002,1374.42
1968,23_ADP002,2015.25
1969,23_ADP002,4120.83
1970,23_ADP002,7113.33
1971,23_ADP002,2423.92
1972,23_ADP002,2194.92
1973,23_ADP002,5681.00
1974,23_ADP002,1746.00
1975,23_ADP002,2910.67
1976,23_ADP002,2416.00
1977,23_ADP002,959.75
1978,23_ADP002,1501.33
1979,23_ADP002,3219.58
1980,23_ADP002,4588.17
1981,23_ADP002,960.42
1982,23_ADP002,3008.17
1983,23_ADP002,6646.92
1984,23_ADP002,6603.75
1985,23_ADP002,4674.92
1986,23_ADP002,3000.17
1987,23_ADP002,5010.25
1988,23_ADP002,3144.17
1989,23_ADP002,2786.50
1990,23_ADP002,2613.17
1991,23_ADP002,2630.58
1992,23_ADP002,2276.00
1993,23_ADP002,2159.42
1994,23_ADP002,2433.92
1995,23_ADP002,6178.58
1996,23_ADP002,2442.75
1997,23_ADP002,3113.25
1998,23_ADP002,3686.75
1999,23_ADP002,4747.17
2000,23_ADP002,2093.08
2001,23_ADP002,2028.50
2002,23_ADP002,580.58
2003,23_ADP002,2089.92
2004,23_ADP002,2136.42
2005,23_ADP002,2753.67
2006,23_ADP002,2456.00
2007,23_ADP002,5130.17
2008,23_ADP002,2819.25
2009,23_ADP002,3016.92
2010,23_ADP002,2891.08
2011,23_ADP002,2344.00
2012,23_ADP002,
1950,2302911,144.92
1951,2302911,320.75
1952,2302911,388.75
1953,2302911,280.00
